scenario_id,hour,wind_mw,da_price,si
18_3_0,21,79.216,41.21,1
18_3_0,22,90.724,39.57,1
18_3_0,23,100.385,40.4,1
18_3_1,0,148.681,25.64,1
18_3_1,1,152.461,25.97,1
18_3_1,2,145.659,24.99,1
18_3_1,3,125.632,26.04,1
18_3_1,4,84.403,27.94,1
18_3_1,5,55.505,38.92,1
18_3_1,6,29.529,45.52,0
18_3_1,7,8.849,47.97,1
18_3_1,8,3.295,47.43,1
18_3_1,9,4.302,47.98,0
18_3_1,10,7.505,48.43,1
18_3_1,11,16.761,46.96,0
18_3_1,12,28.887,48.34,1
18_3_1,13,40.888,49.91,1
18_3_1,14,49.324,50.0,1
18_3_1,15,49.29,51.27,0
18_3_1,16,45.298,60.71,1
18_3_1,17,42.724,62.89,1
18_3_1,18,46.125,52.3,0
18_3_1,19,58.582,47.56,0
18_3_1,20,69.104,43.3,1
18_3_1,21,79.216,41.21,0
18_3_1,22,90.724,39.57,0
18_3_1,23,100.385,40.4,1
18_3_2,0,148.681,25.64,0
18_3_2,1,152.461,25.97,1
18_3_2,2,145.659,24.99,0
18_3_2,3,125.632,26.04,1
18_3_2,4,84.403,27.94,0
18_3_2,5,55.505,38.92,1
18_3_2,6,29.529,45.52,0
18_3_2,7,8.849,47.97,1
18_3_2,8,3.295,47.43,0
18_3_2,9,4.302,47.98,1
18_3_2,10,7.505,48.43,1
18_3_2,11,16.761,46.96,1
18_3_2,12,28.887,48.34,1
18_3_2,13,40.888,49.91,0
18_3_2,14,49.324,50.0,1
18_3_2,15,49.29,51.27,0
18_3_2,16,45.298,60.71,0
18_3_2,17,42.724,62.89,0
18_3_2,18,46.125,52.3,1
18_3_2,19,58.582,47.56,1
18_3_2,20,69.104,43.3,0
18_3_2,21,79.216,41.21,1
18_3_2,22,90.724,39.57,0
18_3_2,23,100.385,40.4,0
18_3_3,0,148.681,25.64,0
18_3_3,1,152.461,25.97,0
18_3_3,2,145.659,24.99,0
18_3_3,3,125.632,26.04,1
18_3_3,4,84.403,27.94,1
18_3_3,5,55.505,38.92,0
18_3_3,6,29.529,45.52,0
18_3_3,7,8.849,47.97,0
18_3_3,8,3.295,47.43,1
18_3_3,9,4.302,47.98,0
18_3_3,10,7.505,48.43,1
18_3_3,11,16.761,46.96,1
18_3_3,12,28.887,48.34,1
18_3_3,13,40.888,49.91,1
18_3_3,14,49.324,50.0,0
18_3_3,15,49.29,51.27,1
18_3_3,16,45.298,60.71,1
18_3_3,17,42.724,62.89,1
18_3_3,18,46.125,52.3,0
18_3_3,19,58.582,47.56,0
18_3_3,20,69.104,43.3,0
18_3_3,21,79.216,41.21,1
18_3_3,22,90.724,39.57,1
18_3_3,23,100.385,40.4,1
18_4_0,0,148.681,39.42,0
18_4_0,1,152.461,38.58,0
18_4_0,2,145.659,37.99,0
18_4_0,3,125.632,39.16,0
18_4_0,4,84.403,41.09,0
18_4_0,5,55.505,42.74,1
18_4_0,6,29.529,51.84,1
18_4_0,7,8.849,49.83,0
18_4_0,8,3.295,48.41,0
18_4_0,9,4.302,43.74,0
18_4_0,10,7.505,41.11,0
18_4_0,11,16.761,40.02,0
18_4_0,12,28.887,39.9,1
18_4_0,13,40.888,40.36,0
18_4_0,14,49.324,40.92,1
18_4_0,15,49.29,42.59,1
18_4_0,16,45.298,43.34,0
18_4_0,17,42.724,43.42,1
18_4_0,18,46.125,42.56,1
18_4_0,19,58.582,41.32,0
18_4_0,20,69.104,41.23,0
18_4_0,21,79.216,40.95,1
18_4_0,22,90.724,36.21,1
18_4_0,23,100.385,34.05,1
18_4_1,0,148.681,39.42,1
18_4_1,1,152.461,38.58,1
18_4_1,2,145.659,37.99,1
18_4_1,3,125.632,39.16,1
18_4_1,4,84.403,41.09,1
18_4_1,5,55.505,42.74,1
18_4_1,6,29.529,51.84,0
18_4_1,7,8.849,49.83,1
18_4_1,8,3.295,48.41,1
18_4_1,9,4.302,43.74,0
18_4_1,10,7.505,41.11,1
18_4_1,11,16.761,40.02,0
18_4_1,12,28.887,39.9,1
18_4_1,13,40.888,40.36,1
18_4_1,14,49.324,40.92,1
18_4_1,15,49.29,42.59,0
18_4_1,16,45.298,43.34,1
18_4_1,17,42.724,43.42,1
18_4_1,18,46.125,42.56,0
18_4_1,19,58.582,41.32,0
18_4_1,20,69.104,41.23,1
18_4_1,21,79.216,40.95,0
18_4_1,22,90.724,36.21,0
18_4_1,23,100.385,34.05,1
18_4_2,0,148.681,39.42,0
18_4_2,1,152.461,38.58,1
18_4_2,2,145.659,37.99,0
18_4_2,3,125.632,39.16,1
18_4_2,4,84.403,41.09,0
18_4_2,5,55.505,42.74,1
18_4_2,6,29.529,51.84,0
18_4_2,7,8.849,49.83,1
18_4_2,8,3.295,48.41,0
18_4_2,9,4.302,43.74,1
18_4_2,10,7.505,41.11,1
18_4_2,11,16.761,40.02,1
18_4_2,12,28.887,39.9,1
18_4_2,13,40.888,40.36,0
18_4_2,14,49.324,40.92,1
18_4_2,15,49.29,42.59,0
18_4_2,16,45.298,43.34,0
18_4_2,17,42.724,43.42,0
18_4_2,18,46.125,42.56,1
18_4_2,19,58.582,41.32,1
18_4_2,20,69.104,41.23,0
18_4_2,21,79.216,40.95,1
18_4_2,22,90.724,36.21,0
18_4_2,23,100.385,34.05,0
18_4_3,0,148.681,39.42,0
18_4_3,1,152.461,38.58,0
18_4_3,2,145.659,37.99,0
18_4_3,3,125.632,39.16,1
18_4_3,4,84.403,41.09,1
18_4_3,5,55.505,42.74,0
18_4_3,6,29.529,51.84,0
18_4_3,7,8.849,49.83,0
18_4_3,8,3.295,48.41,1
18_4_3,9,4.302,43.74,0
18_4_3,10,7.505,41.11,1
18_4_3,11,16.761,40.02,1
18_4_3,12,28.887,39.9,1
18_4_3,13,40.888,40.36,1
18_4_3,14,49.324,40.92,0
18_4_3,15,49.29,42.59,1
18_4_3,16,45.298,43.34,1
18_4_3,17,42.724,43.42,1
18_4_3,18,46.125,42.56,0
18_4_3,19,58.582,41.32,0
18_4_3,20,69.104,41.23,0
18_4_3,21,79.216,40.95,1
18_4_3,22,90.724,36.21,1
18_4_3,23,100.385,34.05,1
18_5_0,0,148.681,25.37,0
18_5_0,1,152.461,25.15,0
18_5_0,2,145.659,25.33,0
18_5_0,3,125.632,26.73,0
18_5_0,4,84.403,30.15,0
18_5_0,5,55.505,31.35,1
18_5_0,6,29.529,31.8,1
18_5_0,7,8.849,31.8,0
18_5_0,8,3.295,31.96,0
18_5_0,9,4.302,31.71,0
18_5_0,10,7.505,30.45,0
18_5_0,11,16.761,29.93,0
18_5_0,12,28.887,29.4,1
18_5_0,13,40.888,29.26,0
18_5_0,14,49.324,29.12,1
18_5_0,15,49.29,29.99,1
18_5_0,16,45.298,30.3,0
18_5_0,17,42.724,30.25,1
18_5_0,18,46.125,29.95,1
18_5_0,19,58.582,29.55,0
18_5_0,20,69.104,29.46,0
18_5_0,21,79.216,27.59,1
18_5_0,22,90.724,27.78,1
18_5_0,23,100.385,27.29,1
18_5_1,0,148.681,25.37,1
18_5_1,1,152.461,25.15,1
18_5_1,2,145.659,25.33,1
18_5_1,3,125.632,26.73,1
18_5_1,4,84.403,30.15,1
18_5_1,5,55.505,31.35,1
18_5_1,6,29.529,31.8,0
18_5_1,7,8.849,31.8,1
18_5_1,8,3.295,31.96,1
18_5_1,9,4.302,31.71,0
18_5_1,10,7.505,30.45,1
18_5_1,11,16.761,29.93,0
18_5_1,12,28.887,29.4,1
18_5_1,13,40.888,29.26,1
18_5_1,14,49.324,29.12,1
18_5_1,15,49.29,29.99,0
18_5_1,16,45.298,30.3,1
18_5_1,17,42.724,30.25,1
18_5_1,18,46.125,29.95,0
18_5_1,19,58.582,29.55,0
18_5_1,20,69.104,29.46,1
18_5_1,21,79.216,27.59,0
18_5_1,22,90.724,27.78,0
18_5_1,23,100.385,27.29,1
18_5_2,0,148.681,25.37,0
18_5_2,1,152.461,25.15,1
18_5_2,2,145.659,25.33,0
18_5_2,3,125.632,26.73,1
18_5_2,4,84.403,30.15,0
18_5_2,5,55.505,31.35,1
18_5_2,6,29.529,31.8,0
18_5_2,7,8.849,31.8,1
18_5_2,8,3.295,31.96,0
18_5_2,9,4.302,31.71,1
18_5_2,10,7.505,30.45,1
18_5_2,11,16.761,29.93,1
18_5_2,12,28.887,29.4,1
18_5_2,13,40.888,29.26,0
18_5_2,14,49.324,29.12,1
18_5_2,15,49.29,29.99,0
18_5_2,16,45.298,30.3,0
18_5_2,17,42.724,30.25,0
18_5_2,18,46.125,29.95,1
18_5_2,19,58.582,29.55,1
18_5_2,20,69.104,29.46,0
18_5_2,21,79.216,27.59,1
18_5_2,22,90.724,27.78,0
18_5_2,23,100.385,27.29,0
18_5_3,0,148.681,25.37,0
18_5_3,1,152.461,25.15,0
18_5_3,2,145.659,25.33,0
18_5_3,3,125.632,26.73,1
18_5_3,4,84.403,30.15,1
18_5_3,5,55.505,31.35,0
18_5_3,6,29.529,31.8,0
18_5_3,7,8.849,31.8,0
18_5_3,8,3.295,31.96,1
18_5_3,9,4.302,31.71,0
18_5_3,10,7.505,30.45,1
18_5_3,11,16.761,29.93,1
18_5_3,12,28.887,29.4,1
18_5_3,13,40.888,29.26,1
18_5_3,14,49.324,29.12,0
18_5_3,15,49.29,29.99,1
18_5_3,16,45.298,30.3,1
18_5_3,17,42.724,30.25,1
18_5_3,18,46.125,29.95,0
18_5_3,19,58.582,29.55,0
18_5_3,20,69.104,29.46,0
18_5_3,21,79.216,27.59,1
18_5_3,22,90.724,27.78,1
18_5_3,23,100.385,27.29,1
18_6_0,0,148.681,12.86,0
18_6_0,1,152.461,14.27,0
18_6_0,2,145.659,14.45,0
18_6_0,3,125.632,6.03,0
18_6_0,4,84.403,22.51,0
18_6_0,5,55.505,42.64,1
18_6_0,6,29.529,44.91,1
18_6_0,7,8.849,44.22,0
18_6_0,8,3.295,43.21,0
18_6_0,9,4.302,42.88,0
18_6_0,10,7.505,42.44,0
18_6_0,11,16.761,42.33,0
18_6_0,12,28.887,42.32,1
18_6_0,13,40.888,42.16,0
18_6_0,14,49.324,42.09,1
18_6_0,15,49.29,42.19,1
18_6_0,16,45.298,43.04,0
18_6_0,17,42.724,44.65,1
18_6_0,18,46.125,45.03,1
18_6_0,19,58.582,44.25,0
18_6_0,20,69.104,42.96,0
18_6_0,21,79.216,41.7,1
18_6_0,22,90.724,36.77,1
18_6_0,23,100.385,39.08,1
18_6_1,0,148.681,12.86,1
18_6_1,1,152.461,14.27,1
18_6_1,2,145.659,14.45,1
18_6_1,3,125.632,6.03,1
18_6_1,4,84.403,22.51,1
18_6_1,5,55.505,42.64,1
18_6_1,6,29.529,44.91,0
18_6_1,7,8.849,44.22,1
18_6_1,8,3.295,43.21,1
18_6_1,9,4.302,42.88,0
18_6_1,10,7.505,42.44,1
18_6_1,11,16.761,42.33,0
18_6_1,12,28.887,42.32,1
18_6_1,13,40.888,42.16,1
18_6_1,14,49.324,42.09,1
18_6_1,15,49.29,42.19,0
18_6_1,16,45.298,43.04,1
18_6_1,17,42.724,44.65,1
18_6_1,18,46.125,45.03,0
18_6_1,19,58.582,44.25,0
18_6_1,20,69.104,42.96,1
18_6_1,21,79.216,41.7,0
18_6_1,22,90.724,36.77,0
18_6_1,23,100.385,39.08,1
18_6_2,0,148.681,12.86,0
18_6_2,1,152.461,14.27,1
18_6_2,2,145.659,14.45,0
18_6_2,3,125.632,6.03,1
18_6_2,4,84.403,22.51,0
18_6_2,5,55.505,42.64,1
18_6_2,6,29.529,44.91,0
18_6_2,7,8.849,44.22,1
18_6_2,8,3.295,43.21,0
18_6_2,9,4.302,42.88,1
18_6_2,10,7.505,42.44,1
18_6_2,11,16.761,42.33,1
18_6_2,12,28.887,42.32,1
18_6_2,13,40.888,42.16,0
18_6_2,14,49.324,42.09,1
18_6_2,15,49.29,42.19,0
18_6_2,16,45.298,43.04,0
18_6_2,17,42.724,44.65,0
18_6_2,18,46.125,45.03,1
18_6_2,19,58.582,44.25,1
18_6_2,20,69.104,42.96,0
18_6_2,21,79.216,41.7,1
18_6_2,22,90.724,36.77,0
18_6_2,23,100.385,39.08,0
18_6_3,0,148.681,12.86,0
18_6_3,1,152.461,14.27,0
18_6_3,2,145.659,14.45,0
18_6_3,3,125.632,6.03,1
18_6_3,4,84.403,22.51,1
18_6_3,5,55.505,42.64,0
18_6_3,6,29.529,44.91,0
18_6_3,7,8.849,44.22,0
18_6_3,8,3.295,43.21,1
18_6_3,9,4.302,42.88,0
18_6_3,10,7.505,42.44,1
18_6_3,11,16.761,42.33,1
18_6_3,12,28.887,42.32,1
18_6_3,13,40.888,42.16,1
18_6_3,14,49.324,42.09,0
18_6_3,15,49.29,42.19,1
18_6_3,16,45.298,43.04,1
18_6_3,17,42.724,44.65,1
18_6_3,18,46.125,45.03,0
18_6_3,19,58.582,44.25,0
18_6_3,20,69.104,42.96,0
18_6_3,21,79.216,41.7,1
18_6_3,22,90.724,36.77,1
18_6_3,23,100.385,39.08,1
18_7_0,0,148.681,32.64,0
18_7_0,1,152.461,31.16,0
18_7_0,2,145.659,29.56,0
18_7_0,3,125.632,29.72,0
18_7_0,4,84.403,27.51,0
18_7_0,5,55.505,27.6,1
18_7_0,6,29.529,30.9,1
18_7_0,7,8.849,29.4,0
18_7_0,8,3.295,28.88,0
18_7_0,9,4.302,28.65,0
18_7_0,10,7.505,21.12,0
18_7_0,11,16.761,4.9,0
18_7_0,12,28.887,-2.46,1
18_7_0,13,40.888,-2.82,0
18_7_0,14,49.324,1.98,1
18_7_0,15,49.29,19.61,1
18_7_0,16,45.298,29.65,0
18_7_0,17,42.724,34.51,1
18_7_0,18,46.125,37.25,1
18_7_0,19,58.582,33.2,0
18_7_0,20,69.104,33.68,0
18_7_0,21,79.216,12.78,1
18_7_0,22,90.724,13.04,1
18_7_0,23,100.385,5.06,1
18_7_1,0,148.681,32.64,1
18_7_1,1,152.461,31.16,1
18_7_1,2,145.659,29.56,1
18_7_1,3,125.632,29.72,1
18_7_1,4,84.403,27.51,1
18_7_1,5,55.505,27.6,1
18_7_1,6,29.529,30.9,0
18_7_1,7,8.849,29.4,1
18_7_1,8,3.295,28.88,1
18_7_1,9,4.302,28.65,0
18_7_1,10,7.505,21.12,1
18_7_1,11,16.761,4.9,0
18_7_1,12,28.887,-2.46,1
18_7_1,13,40.888,-2.82,1
18_7_1,14,49.324,1.98,1
18_7_1,15,49.29,19.61,0
18_7_1,16,45.298,29.65,1
18_7_1,17,42.724,34.51,1
18_7_1,18,46.125,37.25,0
18_7_1,19,58.582,33.2,0
18_7_1,20,69.104,33.68,1
18_7_1,21,79.216,12.78,0
18_7_1,22,90.724,13.04,0
18_7_1,23,100.385,5.06,1
18_7_2,0,148.681,32.64,0
18_7_2,1,152.461,31.16,1
18_7_2,2,145.659,29.56,0
18_7_2,3,125.632,29.72,1
18_7_2,4,84.403,27.51,0
18_7_2,5,55.505,27.6,1
18_7_2,6,29.529,30.9,0
18_7_2,7,8.849,29.4,1
18_7_2,8,3.295,28.88,0
18_7_2,9,4.302,28.65,1
18_7_2,10,7.505,21.12,1
18_7_2,11,16.761,4.9,1
18_7_2,12,28.887,-2.46,1
18_7_2,13,40.888,-2.82,0
18_7_2,14,49.324,1.98,1
18_7_2,15,49.29,19.61,0
18_7_2,16,45.298,29.65,0
18_7_2,17,42.724,34.51,0
18_7_2,18,46.125,37.25,1
18_7_2,19,58.582,33.2,1
18_7_2,20,69.104,33.68,0
18_7_2,21,79.216,12.78,1
18_7_2,22,90.724,13.04,0
18_7_2,23,100.385,5.06,0
18_7_3,0,148.681,32.64,0
18_7_3,1,152.461,31.16,0
18_7_3,2,145.659,29.56,0
18_7_3,3,125.632,29.72,1
18_7_3,4,84.403,27.51,1
18_7_3,5,55.505,27.6,0
18_7_3,6,29.529,30.9,0
18_7_3,7,8.849,29.4,0
18_7_3,8,3.295,28.88,1
18_7_3,9,4.302,28.65,0
18_7_3,10,7.505,21.12,1
18_7_3,11,16.761,4.9,1
18_7_3,12,28.887,-2.46,1
18_7_3,13,40.888,-2.82,1
18_7_3,14,49.324,1.98,0
18_7_3,15,49.29,19.61,1
18_7_3,16,45.298,29.65,1
18_7_3,17,42.724,34.51,1
18_7_3,18,46.125,37.25,0
18_7_3,19,58.582,33.2,0
18_7_3,20,69.104,33.68,0
18_7_3,21,79.216,12.78,1
18_7_3,22,90.724,13.04,1
18_7_3,23,100.385,5.06,1
18_8_0,0,148.681,29.78,0
18_8_0,1,152.461,27.99,0
18_8_0,2,145.659,28.87,0
18_8_0,3,125.632,31.96,0
18_8_0,4,84.403,42.55,0
18_8_0,5,55.505,48.37,1
18_8_0,6,29.529,50.31,1
18_8_0,7,8.849,50.08,0
18_8_0,8,3.295,47.27,0
18_8_0,9,4.302,44.14,0
18_8_0,10,7.505,38.81,0
18_8_0,11,16.761,35.72,0
18_8_0,12,28.887,34.46,1
18_8_0,13,40.888,33.94,0
18_8_0,14,49.324,36.79,1
18_8_0,15,49.29,44.8,1
18_8_0,16,45.298,46.54,0
18_8_0,17,42.724,48.36,1
18_8_0,18,46.125,47.49,1
18_8_0,19,58.582,35.14,0
18_8_0,20,69.104,34.0,0
18_8_0,21,79.216,31.06,1
18_8_0,22,90.724,31.55,1
18_8_0,23,100.385,31.22,1
18_8_1,0,148.681,29.78,1
18_8_1,1,152.461,27.99,1
18_8_1,2,145.659,28.87,1
18_8_1,3,125.632,31.96,1
18_8_1,4,84.403,42.55,1
18_8_1,5,55.505,48.37,1
18_8_1,6,29.529,50.31,0
18_8_1,7,8.849,50.08,1
18_8_1,8,3.295,47.27,1
18_8_1,9,4.302,44.14,0
18_8_1,10,7.505,38.81,1
18_8_1,11,16.761,35.72,0
18_8_1,12,28.887,34.46,1
18_8_1,13,40.888,33.94,1
18_8_1,14,49.324,36.79,1
18_8_1,15,49.29,44.8,0
18_8_1,16,45.298,46.54,1
18_8_1,17,42.724,48.36,1
18_8_1,18,46.125,47.49,0
18_8_1,19,58.582,35.14,0
18_8_1,20,69.104,34.0,1
18_8_1,21,79.216,31.06,0
18_8_1,22,90.724,31.55,0
18_8_1,23,100.385,31.22,1
18_8_2,0,148.681,29.78,0
18_8_2,1,152.461,27.99,1
18_8_2,2,145.659,28.87,0
18_8_2,3,125.632,31.96,1
18_8_2,4,84.403,42.55,0
18_8_2,5,55.505,48.37,1
18_8_2,6,29.529,50.31,0
18_8_2,7,8.849,50.08,1
18_8_2,8,3.295,47.27,0
18_8_2,9,4.302,44.14,1
18_8_2,10,7.505,38.81,1
18_8_2,11,16.761,35.72,1
18_8_2,12,28.887,34.46,1
18_8_2,13,40.888,33.94,0
18_8_2,14,49.324,36.79,1
18_8_2,15,49.29,44.8,0
18_8_2,16,45.298,46.54,0
18_8_2,17,42.724,48.36,0
18_8_2,18,46.125,47.49,1
18_8_2,19,58.582,35.14,1
18_8_2,20,69.104,34.0,0
18_8_2,21,79.216,31.06,1
18_8_2,22,90.724,31.55,0
18_8_2,23,100.385,31.22,0
18_8_3,0,148.681,29.78,0
18_8_3,1,152.461,27.99,0
18_8_3,2,145.659,28.87,0
18_8_3,3,125.632,31.96,1
18_8_3,4,84.403,42.55,1
18_8_3,5,55.505,48.37,0
18_8_3,6,29.529,50.31,0
18_8_3,7,8.849,50.08,0
18_8_3,8,3.295,47.27,1
18_8_3,9,4.302,44.14,0
18_8_3,10,7.505,38.81,1
18_8_3,11,16.761,35.72,1
18_8_3,12,28.887,34.46,1
18_8_3,13,40.888,33.94,1
18_8_3,14,49.324,36.79,0
18_8_3,15,49.29,44.8,1
18_8_3,16,45.298,46.54,1
18_8_3,17,42.724,48.36,1
18_8_3,18,46.125,47.49,0
18_8_3,19,58.582,35.14,0
18_8_3,20,69.104,34.0,0
18_8_3,21,79.216,31.06,1
18_8_3,22,90.724,31.55,1
18_8_3,23,100.385,31.22,1
18_9_0,0,148.681,35.96,0
18_9_0,1,152.461,40.7,0
18_9_0,2,145.659,40.18,0
18_9_0,3,125.632,41.41,0
18_9_0,4,84.403,44.33,0
18_9_0,5,55.505,49.44,1
18_9_0,6,29.529,49.02,1
18_9_0,7,8.849,46.2,0
18_9_0,8,3.295,44.66,0
18_9_0,9,4.302,43.5,0
18_9_0,10,7.505,42.97,0
18_9_0,11,16.761,42.62,0
18_9_0,12,28.887,42.07,1
18_9_0,13,40.888,41.38,0
18_9_0,14,49.324,40.66,1
18_9_0,15,49.29,41.1,1
18_9_0,16,45.298,37.35,0
18_9_0,17,42.724,39.19,1
18_9_0,18,46.125,39.61,1
18_9_0,19,58.582,38.01,0
18_9_0,20,69.104,35.24,0
18_9_0,21,79.216,32.58,1
18_9_0,22,90.724,33.92,1
18_9_0,23,100.385,32.01,1
18_9_1,0,148.681,35.96,1
18_9_1,1,152.461,40.7,1
18_9_1,2,145.659,40.18,1
18_9_1,3,125.632,41.41,1
18_9_1,4,84.403,44.33,1
18_9_1,5,55.505,49.44,1
18_9_1,6,29.529,49.02,0
18_9_1,7,8.849,46.2,1
18_9_1,8,3.295,44.66,1
18_9_1,9,4.302,43.5,0
18_9_1,10,7.505,42.97,1
18_9_1,11,16.761,42.62,0
18_9_1,12,28.887,42.07,1
18_9_1,13,40.888,41.38,1
18_9_1,14,49.324,40.66,1
18_9_1,15,49.29,41.1,0
18_9_1,16,45.298,37.35,1
18_9_1,17,42.724,39.19,1
18_9_1,18,46.125,39.61,0
18_9_1,19,58.582,38.01,0
18_9_1,20,69.104,35.24,1
18_9_1,21,79.216,32.58,0
18_9_1,22,90.724,33.92,0
18_9_1,23,100.385,32.01,1
18_9_2,0,148.681,35.96,0
18_9_2,1,152.461,40.7,1
18_9_2,2,145.659,40.18,0
18_9_2,3,125.632,41.41,1
18_9_2,4,84.403,44.33,0
18_9_2,5,55.505,49.44,1
18_9_2,6,29.529,49.02,0
18_9_2,7,8.849,46.2,1
18_9_2,8,3.295,44.66,0
18_9_2,9,4.302,43.5,1
18_9_2,10,7.505,42.97,1
18_9_2,11,16.761,42.62,1
18_9_2,12,28.887,42.07,1
18_9_2,13,40.888,41.38,0
18_9_2,14,49.324,40.66,1
18_9_2,15,49.29,41.1,0
18_9_2,16,45.298,37.35,0
18_9_2,17,42.724,39.19,0
18_9_2,18,46.125,39.61,1
18_9_2,19,58.582,38.01,1
18_9_2,20,69.104,35.24,0
18_9_2,21,79.216,32.58,1
18_9_2,22,90.724,33.92,0
18_9_2,23,100.385,32.01,0
18_9_3,0,148.681,35.96,0
18_9_3,1,152.461,40.7,0
18_9_3,2,145.659,40.18,0
18_9_3,3,125.632,41.41,1
18_9_3,4,84.403,44.33,1
18_9_3,5,55.505,49.44,0
18_9_3,6,29.529,49.02,0
18_9_3,7,8.849,46.2,0
18_9_3,8,3.295,44.66,1
18_9_3,9,4.302,43.5,0
18_9_3,10,7.505,42.97,1
18_9_3,11,16.761,42.62,1
18_9_3,12,28.887,42.07,1
18_9_3,13,40.888,41.38,1
18_9_3,14,49.324,40.66,0
18_9_3,15,49.29,41.1,1
18_9_3,16,45.298,37.35,1
18_9_3,17,42.724,39.19,1
18_9_3,18,46.125,39.61,0
18_9_3,19,58.582,38.01,0
18_9_3,20,69.104,35.24,0
18_9_3,21,79.216,32.58,1
18_9_3,22,90.724,33.92,1
18_9_3,23,100.385,32.01,1
18_10_0,0,148.681,30.17,0
18_10_0,1,152.461,30.04,0
18_10_0,2,145.659,30.57,0
18_10_0,3,125.632,33.15,0
18_10_0,4,84.403,36.48,0
18_10_0,5,55.505,49.69,1
18_10_0,6,29.529,50.78,1
18_10_0,7,8.849,44.01,0
18_10_0,8,3.295,37.4,0
18_10_0,9,4.302,36.58,0
18_10_0,10,7.505,35.94,0
18_10_0,11,16.761,35.84,0
18_10_0,12,28.887,35.64,1
18_10_0,13,40.888,22.77,0
18_10_0,14,49.324,35.3,1
18_10_0,15,49.29,35.35,1
18_10_0,16,45.298,35.63,0
18_10_0,17,42.724,38.54,1
18_10_0,18,46.125,38.81,1
18_10_0,19,58.582,35.77,0
18_10_0,20,69.104,33.23,0
18_10_0,21,79.216,30.03,1
18_10_0,22,90.724,30.27,1
18_10_0,23,100.385,29.59,1
18_10_1,0,148.681,30.17,1
18_10_1,1,152.461,30.04,1
18_10_1,2,145.659,30.57,1
18_10_1,3,125.632,33.15,1
18_10_1,4,84.403,36.48,1
18_10_1,5,55.505,49.69,1
18_10_1,6,29.529,50.78,0
18_10_1,7,8.849,44.01,1
18_10_1,8,3.295,37.4,1
18_10_1,9,4.302,36.58,0
18_10_1,10,7.505,35.94,1
18_10_1,11,16.761,35.84,0
18_10_1,12,28.887,35.64,1
18_10_1,13,40.888,22.77,1
18_10_1,14,49.324,35.3,1
18_10_1,15,49.29,35.35,0
18_10_1,16,45.298,35.63,1
18_10_1,17,42.724,38.54,1
18_10_1,18,46.125,38.81,0
18_10_1,19,58.582,35.77,0
18_10_1,20,69.104,33.23,1
18_10_1,21,79.216,30.03,0
18_10_1,22,90.724,30.27,0
18_10_1,23,100.385,29.59,1
18_10_2,0,148.681,30.17,0
18_10_2,1,152.461,30.04,1
18_10_2,2,145.659,30.57,0
18_10_2,3,125.632,33.15,1
18_10_2,4,84.403,36.48,0
18_10_2,5,55.505,49.69,1
18_10_2,6,29.529,50.78,0
18_10_2,7,8.849,44.01,1
18_10_2,8,3.295,37.4,0
18_10_2,9,4.302,36.58,1
18_10_2,10,7.505,35.94,1
18_10_2,11,16.761,35.84,1
18_10_2,12,28.887,35.64,1
18_10_2,13,40.888,22.77,0
18_10_2,14,49.324,35.3,1
18_10_2,15,49.29,35.35,0
18_10_2,16,45.298,35.63,0
18_10_2,17,42.724,38.54,0
18_10_2,18,46.125,38.81,1
18_10_2,19,58.582,35.77,1
18_10_2,20,69.104,33.23,0
18_10_2,21,79.216,30.03,1
18_10_2,22,90.724,30.27,0
18_10_2,23,100.385,29.59,0
18_10_3,0,148.681,30.17,0
18_10_3,1,152.461,30.04,0
18_10_3,2,145.659,30.57,0
18_10_3,3,125.632,33.15,1
18_10_3,4,84.403,36.48,1
18_10_3,5,55.505,49.69,0
18_10_3,6,29.529,50.78,0
18_10_3,7,8.849,44.01,0
18_10_3,8,3.295,37.4,1
18_10_3,9,4.302,36.58,0
18_10_3,10,7.505,35.94,1
18_10_3,11,16.761,35.84,1
18_10_3,12,28.887,35.64,1
18_10_3,13,40.888,22.77,1
18_10_3,14,49.324,35.3,0
18_10_3,15,49.29,35.35,1
18_10_3,16,45.298,35.63,1
18_10_3,17,42.724,38.54,1
18_10_3,18,46.125,38.81,0
18_10_3,19,58.582,35.77,0
18_10_3,20,69.104,33.23,0
18_10_3,21,79.216,30.03,1
18_10_3,22,90.724,30.27,1
18_10_3,23,100.385,29.59,1
18_11_0,0,148.681,0.08,0
18_11_0,1,152.461,-4.09,0
18_11_0,2,145.659,-4.0,0
18_11_0,3,125.632,0.06,0
18_11_0,4,84.403,0.09,0
18_11_0,5,55.505,0.05,1
18_11_0,6,29.529,6.37,1
18_11_0,7,8.849,12.08,0
18_11_0,8,3.295,11.18,0
18_11_0,9,4.302,25.29,0
18_11_0,10,7.505,11.56,0
18_11_0,11,16.761,11.22,0
18_11_0,12,28.887,11.07,1
18_11_0,13,40.888,4.92,0
18_11_0,14,49.324,4.96,1
18_11_0,15,49.29,11.61,1
18_11_0,16,45.298,36.27,0
18_11_0,17,42.724,36.17,1
18_11_0,18,46.125,25.97,1
18_11_0,19,58.582,16.96,0
18_11_0,20,69.104,0.09,0
18_11_0,21,79.216,12.91,1
18_11_0,22,90.724,0.09,1
18_11_0,23,100.385,22.88,1
18_11_1,0,148.681,0.08,1
18_11_1,1,152.461,-4.09,1
18_11_1,2,145.659,-4.0,1
18_11_1,3,125.632,0.06,1
